downloadExtraOptions,downloadOptions,duration,engineName,runningState,title,upload_date,uploader,url
,,00:06:18,,Not Started,MQL4 TUTORIAL BASICS - 94 SIMPLE SPREADSHEET FILE WRITER,Sun Nov 1 2020,MQL4Tutorial,https://www.youtube.com/watch?v=nhJoDshYZF8
,,00:05:35,,Not Started,MQL4 TUTORIAL BASICS - 19 HOW TO TRADE A SIMPLE MOVING AVERAGE,Sun May 26 2019,MQL4Tutorial,https://www.youtube.com/watch?v=CHCgTVQnjS4
,,00:06:49,,Not Started,MQL4 TUTORIAL BASICS - 56 SIMPLE CLOSE TIMER,Sun Feb 9 2020,MQL4Tutorial,https://www.youtube.com/watch?v=nFMQZVnTLzs
,,00:05:05,,Not Started,MQL4 TUTORIAL BASICS - 107 SIMPLE ARRAY REFERENCE,Sun Mar 14 2021,MQL4Tutorial,https://www.youtube.com/watch?v=Y8pxv0WEIeY
,,00:08:23,,Not Started,MQL4 TUTORIAL BASICS - 78 SIMPLE MULTI CURRENCY ORDER,Sun Jul 12 2020,MQL4Tutorial,https://www.youtube.com/watch?v=_kryzdkWVpE
,,00:05:03,,Not Started,MQL4 TUTORIAL BASICS - 15 HOW TO SET A BUYSTOP,Sun Apr 28 2019,MQL4Tutorial,https://www.youtube.com/watch?v=yP_J6Q1PreI
,,00:04:20,,Not Started,MQL4 TUTORIAL BASICS - 32 HOW TO MODIFY A BUY POSITION SIZE,Sun Aug 25 2019,MQL4Tutorial,https://www.youtube.com/watch?v=2d2OcgZCZ8o
,,00:04:59,,Not Started,MQL4 TUTORIAL BASICS - 8 HOW TO USE A WHILE LOOP,Sun Mar 10 2019,MQL4Tutorial,https://www.youtube.com/watch?v=ivs6cZnRFmw
,,00:06:51,,Not Started,MQL4 TUTORIAL BASICS - 82 SIMPLE SMA TRAILING STOP LOSS,Sun Aug 9 2020,MQL4Tutorial,https://www.youtube.com/watch?v=7h1mCAuAT6A
,,00:06:07,,Not Started,MQL4 TUTORIAL BASICS - 109 SIMPLE FRACTALS EXPERT ADVISOR,Sun Mar 28 2021,MQL4Tutorial,https://www.youtube.com/watch?v=eKbdTXSw_aI
,,00:04:39,,Not Started,MQL4 TUTORIAL BASICS - AUTOMATING CANDLE PATTERNS,Sun Apr 25 2021,MQL4Tutorial,https://www.youtube.com/watch?v=MNKP5bL5mrw
,,00:05:22,,Not Started,MQL4 TUTORIAL BASICS - 13 HOW TO OPEN A SIMPLE SELL TRADE,Sun Apr 14 2019,MQL4Tutorial,https://www.youtube.com/watch?v=TyVQsXrt07k
,,00:06:01,,Not Started,MQL4 TUTORIAL BASICS - 25 SIMPLE SHIFTED MOVING AVERAGE EXPERT ADVISOR,Sun Jul 7 2019,MQL4Tutorial,https://www.youtube.com/watch?v=KlI8MzaTrrw
,,00:06:35,,Not Started,MQL4 TUTORIAL BASICS 97 - SIMPLE REVERSE POSITION,Sun Jan 3 2021,MQL4Tutorial,https://www.youtube.com/watch?v=5I31MbimH6Q
,,00:06:03,,Not Started,MQL4 TUTORIAL BASICS - 44 SIMPLE SAR BUY TRAILING STOP,Sun Nov 17 2019,MQL4Tutorial,https://www.youtube.com/watch?v=03rU7Bte7GY
,,00:06:19,,Not Started,MQL4 TUTORIAL - HOW TO INSTALL METATRADER ON A LINUX COMPUTER,Sun Dec 20 2020,MQL4Tutorial,https://www.youtube.com/watch?v=GGLEVzXZhG8
,,00:04:33,,Not Started,MQL4 TUTORIAL BASICS - 96 SIMPLE MOVING TEXT OBJECT,Sun Dec 6 2020,MQL4Tutorial,https://www.youtube.com/watch?v=J_I0hd56N1A
,,00:07:46,,Not Started,MQL4 TUTORIAL BASICS - 125 SIMPLE ATR SELL TRAILING STOP,Sun Sep 12 2021,MQL4Tutorial,https://www.youtube.com/watch?v=ccZYI8wTo08
,,00:05:44,,Not Started,MQL4 TUTORIAL BASICS - 29 HOW TO COUNT THE OPEN SELL POSITIONS,Sun Aug 4 2019,MQL4Tutorial,https://www.youtube.com/watch?v=it0sUtQa-pg
,,00:04:20,,Not Started,MQL4 TUTORIAL BASICS - 18 HOW TO TRADE SMALL ACCOUNTS WITHOUT BEING STOPPED OUT,Sun May 19 2019,MQL4Tutorial,https://www.youtube.com/watch?v=R7PhUNYZbCc
,,00:04:34,,Not Started,MQL4 TUTORIAL BASICS - 33 HOW TO MODIFY A SELL POSITION SIZE,Sun Sep 1 2019,MQL4Tutorial,https://www.youtube.com/watch?v=Rvow4C2HKVY
,,00:05:16,,Not Started,MQL4 TUTORIAL BASICS - 17 HOW TO PLACE A SELL STOP,Sun May 12 2019,MQL4Tutorial,https://www.youtube.com/watch?v=wJ_OzRzB1Ns
,,00:05:31,,Not Started,MQL4 TUTORIAL BASICS - 110 SIMPLE MULTIPLE INPUT,Sun Apr 4 2021,MQL4Tutorial,https://www.youtube.com/watch?v=Efzl7JCYrro
,,00:06:32,,Not Started,MQL4 TUTORIAL BASICS - 85 SIMPLE PROFIT POINT TEST,Sun Aug 30 2020,MQL4Tutorial,https://www.youtube.com/watch?v=jJU-MhPWzIU
,,00:07:34,,Not Started,MQL4 TUTORIAL BASICS - 106 SIMPLE ICHIMOKU KINKO HYO,Sun Mar 7 2021,MQL4Tutorial,https://www.youtube.com/watch?v=1_fsgohbsUw
,,00:04:50,,Not Started,MQL4 TUTORIAL BASICS - 58 SIMPLE DYNAMIC BUY POSITION SIZE,Sun Feb 23 2020,MQL4Tutorial,https://www.youtube.com/watch?v=RGUZOK9a7iw
,,00:07:34,,Not Started,MQL4 TUTORIAL BASICS - 64 SIMPLE MULTIPLE RSI,Sun Apr 5 2020,MQL4Tutorial,https://www.youtube.com/watch?v=MBwoMP7z9LE
,,00:06:52,,Not Started,MQL4 TUTORIAl BASICS - 90 SIMPLE LOW PRICE TREND LINE OBJECT,Sun Oct 4 2020,MQL4Tutorial,https://www.youtube.com/watch?v=kgqAsbOyMns
,,00:06:30,,Not Started,MQL4 TUTORIAL BASICS - 50 SIMPLE RANDOM ENTRY EXPERT ADVISOR,Sun Dec 29 2019,MQL4Tutorial,https://www.youtube.com/watch?v=A2mDcPagmAU
,,00:05:12,,Not Started,MQL4 TUTORIAL BASICS - 36 SIMPLE MOUSE CLICK EVENT,Sun Sep 22 2019,MQL4Tutorial,https://www.youtube.com/watch?v=FN3aeGiCz5g
,,00:06:35,,Not Started,MQL4 TUTORIAL BASICS - 73 SIMPLE SPREAD FILTER,Sun Jun 7 2020,MQL4Tutorial,https://www.youtube.com/watch?v=HbegFEeLqPg
,,00:05:44,,Not Started,MQL4 TUTORIAL BASICS - 65 SIMPLE BACKGROUND COLOR,Sun Apr 12 2020,MQL4Tutorial,https://www.youtube.com/watch?v=bqX3cKWQGqI
,,00:07:03,,Not Started,MQL4 TUTORIAL BASICS - 77 SIMPLE AWESOME INDICATOR,Sun Jul 5 2020,MQL4Tutorial,https://www.youtube.com/watch?v=fcfjYnbxlb8
,,00:05:38,,Not Started,MQL4 TUTORIAL - SIMPLE STANDALONE BOLLINGER BANDS EA,Fri May 6 2022,MQL4Tutorial,https://www.youtube.com/watch?v=X1ShtRCQpjM
,,00:07:00,,Not Started,MQL4 TUTORIAL BASICS - 72 SIMPLE TRIPLE EMA,Sun May 31 2020,MQL4Tutorial,https://www.youtube.com/watch?v=u2GUJXnzLeo
,,00:05:18,,Not Started,MQL4 TUTORIAL BASICS - 49 SIMPLE WILLIAMS PERCENT RANGE EA,Sun Dec 22 2019,MQL4Tutorial,https://www.youtube.com/watch?v=Hr-VvBHwAqg
,,00:05:18,,Not Started,MQL4 TUTORIAL BASICS - 118 SIMPLE LAST ORDER TYPE,Tue Jun 15 2021,MQL4Tutorial,https://www.youtube.com/watch?v=BdPDZ4_svWA
,,00:06:41,,Not Started,MQL4 TUTORIAL BASICS - 42 SIMPLE Accumulation Distribution EA,Sun Nov 3 2019,MQL4Tutorial,https://www.youtube.com/watch?v=5kLgRZziUac
,,00:07:03,,Not Started,MQL4 TUTORIAL BASICS - 76 SIMPLE ACCOUNT INFORMATION,Sun Jun 28 2020,MQL4Tutorial,https://www.youtube.com/watch?v=jO39TnxiMLw
,,00:05:32,,Not Started,MQL4 TUTORIAL - HOW TO USE CHATGPT AI IN METATRADER TO CREATE A FUNCTION,Tue Apr 16 2024,MQL4Tutorial,https://www.youtube.com/watch?v=PDoXVtyYuCU
,,00:05:33,,Not Started,MQL4 TUTORIAL BASICS - 16 HOW TO PLACE A SELL LIMIT,Sun May 5 2019,MQL4Tutorial,https://www.youtube.com/watch?v=PpsigCMcrM8
,,00:05:37,,Not Started,MQL4 TUTORIAL - 51 HOW TO DO MASS TESTING,Sun Jan 5 2020,MQL4Tutorial,https://www.youtube.com/watch?v=Rd4vUNEXBLo
,,00:07:33,,Not Started,MQL4 TUTORIAL BASICS - 69 SIMPLE PRICE CORRELATION,Sun May 10 2020,MQL4Tutorial,https://www.youtube.com/watch?v=ejoJMGQ7kHQ
,,00:03:36,,Not Started,MQL4 TUTORIAL ENGLISH ★ NEW PLATINUM SYSTEM TRADING ★24/7 STREAM,Sun Aug 14 2022,MQL4Tutorial,https://www.youtube.com/watch?v=SlQ9tEBgwA0
,,00:04:52,,Not Started,MQL4 TUTORIAL BASICS - 105 SIMPLE SELL GRID SYSTEM,Sun Feb 28 2021,MQL4Tutorial,https://www.youtube.com/watch?v=__c2JVJQAWg
,,00:06:48,,Not Started,MQL4 TUTORIAL BASICS - 62 SIMPLE MARGIN MONITOR,Sun Mar 22 2020,MQL4Tutorial,https://www.youtube.com/watch?v=g3ttQnt3B28
,,00:07:18,,Not Started,MQL4 TUTORIAL BASICS - 102 SIMPLE BUY CROSSOVER STOP,Sun Feb 7 2021,MQL4Tutorial,https://www.youtube.com/watch?v=dvgIXqWw2Ts
,,00:07:39,,Not Started,MQL4 TUTORIAL BASICS - 68 SIMPLE MOMENTUM MONITOR,Sun May 3 2020,MQL4Tutorial,https://www.youtube.com/watch?v=FTYZzxzj6oc
,,00:05:38,,Not Started,MQL4 TUTORIAL BASICS - 55 HOW TO CALCULATE THE WEEKDAY,Sun Feb 2 2020,MQL4Tutorial,https://www.youtube.com/watch?v=65kTEZAEuP8
,,00:06:32,,Not Started,MQL4 TUTORIAL BASICS - 117 SIMPLE MULTI CHART TREND,Sun May 30 2021,MQL4Tutorial,https://www.youtube.com/watch?v=pmRspl7Oonw
,,00:06:31,,Not Started,MQL4 TUTORIAL BASICS - 74 SIMPLE ENVELOPES INDICATOR,Sun Jun 14 2020,MQL4Tutorial,https://www.youtube.com/watch?v=5apsNpRd0hc
,,00:08:05,,Not Started,MQL4 TUTORIAL BASICS - BOLLINGER DEMO SYSTEM ALGOTRADING,Fri Nov 13 2020,MQL4Tutorial,https://www.youtube.com/watch?v=tEPfOnEibdI
,,00:07:00,,Not Started,MQL4 TUTORIAL BASICS - 52 SIMPLE EXTERNAL CANDLE NUMBER,Sun Jan 12 2020,MQL4Tutorial,https://www.youtube.com/watch?v=QIV1yaVHFms
,,00:05:40,,Not Started,MQL4 TUTORIAL BASICS - 124 SIMPLE ORDER CLOSE TIME,Sun Aug 29 2021,MQL4Tutorial,https://www.youtube.com/watch?v=CA5m5oLmtWc
,,00:06:19,,Not Started,MQL4 TUTORIAL BASICS - 45 SIMPLE SAR SELL TRAILINGSTOP CORRECTION,Tue Dec 3 2019,MQL4Tutorial,https://www.youtube.com/watch?v=LvE4sM6dVzY
,,00:06:27,,Not Started,MQL4 TUTORIAL - SIMPLE MACD EXPERT ADVISOR,Sun Jul 9 2023,MQL4Tutorial,https://www.youtube.com/watch?v=K27PmgK8TsU
,,00:06:41,,Not Started,MQL4 TUTORIAL - SIMPLE EMA EXPERT ADVISOR,Sun Nov 27 2022,MQL4Tutorial,https://www.youtube.com/watch?v=3RkYGpxO4wo
,,00:05:02,,Not Started,MQL4 TUTORIAL BASICS - 126 SIMPLE RUNNING TIMER,Thu Sep 23 2021,MQL4Tutorial,https://www.youtube.com/watch?v=K-M4tsZGnJQ
,,00:07:47,,Not Started,MQL4 TUTORIAL BASICS - 81 SIMPLE SMA BUY TRAILING STOP,Sun Aug 2 2020,MQL4Tutorial,https://www.youtube.com/watch?v=egxOM-eaf98
,,00:07:20,,Not Started,MQL4 TUTORIAL BASICS - 104 SIMPLE SELL CROSSOVER STOP LOSS,Sun Feb 21 2021,MQL4Tutorial,https://www.youtube.com/watch?v=kLSYwA_iabY
,,00:07:57,,Not Started,MQL4 TUTORIAL BASICS - 87 SIMPLE SELL BUTTON OBJECT,Sun Sep 13 2020,MQL4Tutorial,https://www.youtube.com/watch?v=CyH2oWhG4Ck
,,00:06:05,,Not Started,MQL4 TUTORIAL BASICS - 112 SIMPLE BUY PERCENTAGE RISK,Mon Apr 19 2021,MQL4Tutorial,https://www.youtube.com/watch?v=fbYLvOsYQJc
,,00:02:46,,Not Started,MQL4 TUTORIAL - THE ONE THING YOU NEED FOR PROFITS,Thu Nov 19 2020,MQL4Tutorial,https://www.youtube.com/watch?v=8FWGEpMPEf0
,,00:05:50,,Not Started,MQL4 TUTORIAL BASICS - 59 SIMPLE USER DEFINED BUY RANGE,Sun Mar 1 2020,MQL4Tutorial,https://www.youtube.com/watch?v=7j8ftpQyYLw
,,00:05:25,,Not Started,MQL4 TUTORIAL BASICS - 80 SIMPLE SPREAD CHECKER,Sun Jul 26 2020,MQL4Tutorial,https://www.youtube.com/watch?v=BCr1YVBwX3Q
,,00:05:35,,Not Started,MQL4 TUTORIAL - SIMPLE SELL LIMIT EA,Sat Dec 10 2022,MQL4Tutorial,https://www.youtube.com/watch?v=QS9Aa6XEo3M
,,00:06:36,,Not Started,MQL4 TUTORIAL BASICS - 91 SIMPLE CHANNEL OBJECT,Sun Oct 11 2020,MQL4Tutorial,https://www.youtube.com/watch?v=XmTvjaBIfaM
,,00:03:50,,Not Started,MQL4 TUTORIAL - HOW TO SOLVE STRATEGY TEST PROBLEMS (Historical Data),Sun Oct 23 2022,MQL4Tutorial,https://www.youtube.com/watch?v=x3IbpKOml-U
,,00:04:25,,Not Started,MQL4 TUTORIAL - SIMPLE CUSTOM TIME FUNCTION,Sat Jan 14 2023,MQL4Tutorial,https://www.youtube.com/watch?v=ZsN3NYtO1NE
,,00:07:43,,Not Started,MQL4 TUTORIAL BASICS - 88 SIMPLE ALLIGATOR INDICATOR,Wed Sep 23 2020,MQL4Tutorial,https://www.youtube.com/watch?v=0TqpCWBMB88
,,00:06:51,,Not Started,MQL4 TUTORIAL BASICS - 43 SIMPLE IOSMA EXPERT ADVISOR,Sun Nov 10 2019,MQL4Tutorial,https://www.youtube.com/watch?v=bNPYpGBbuU0
,,00:06:35,,Not Started,MQL4 TUTORIAL BASICS - 120 SIMPLE RSI BUY STOP,Sun Jul 4 2021,MQL4Tutorial,https://www.youtube.com/watch?v=VxdwzaX4Zc4
,,00:06:18,,Not Started,MQL4 TUTORIAL BASICS - 54 SIMPLE IFORCE EXPERT ADVISOR,Sun Jan 26 2020,MQL4Tutorial,https://www.youtube.com/watch?v=vtWHUZxtx3Y
,,00:05:29,,Not Started,MQL4 TUTORIAL BASICS - 46 SIMPLE COMMODITY CHANNEL INDEX EA,Sun Dec 1 2019,MQL4Tutorial,https://www.youtube.com/watch?v=MK0Tb5OTlbA
,,00:05:35,,Not Started,MQL4 TUTORIAL BASICS - 100 SIMPLE TRIANGLE OBJECT,Sat Feb 6 2021,MQL4Tutorial,https://www.youtube.com/watch?v=hAweikfUn8Q
,,00:05:01,,Not Started,MQL4 TUTORIAL BASICS - 57 SETUP A METAQUOTES DEMO ACCOUNT IN METATRADER,Sun Feb 16 2020,MQL4Tutorial,https://www.youtube.com/watch?v=YLnjUKrE9W4
,,00:06:57,,Not Started,MQL4 TUTORIAL BASICS - 83 SIMPLE BOLLINGER BANDS BUY TRAILING STOP,Sun Aug 16 2020,MQL4Tutorial,https://www.youtube.com/watch?v=3mb20vRapqA
,,00:05:33,,Not Started,MQL4 TUTORIAL BASICS - 128 SIMPLE LONG TERM TREND,Sun Oct 24 2021,MQL4Tutorial,https://www.youtube.com/watch?v=bFy1hG_Ap0A
,,00:05:03,,Not Started,MQL4 TUTORIAL BASICS - 60 SIMPLE DYNAMIC SELL POSITION SIZE,Sun Mar 8 2020,MQL4Tutorial,https://www.youtube.com/watch?v=LCSQ8_Af7Qw
,,00:07:11,,Not Started,MQL4 TUTORIAL BASICS - 111 SIMPLE STANDARD DEVIATION EA,Sun Apr 11 2021,MQL4Tutorial,https://www.youtube.com/watch?v=dwCad7Ewh3k
,,00:05:29,,Not Started,MQL4 TUTORIAL  ENGLISH - HOW TO GET THE LAST ERROR,Sun Sep 4 2022,MQL4Tutorial,https://www.youtube.com/watch?v=Y6Yh8IgsQzk
,,00:08:03,,Not Started,MQL4 TUTORIAL BASICS - 132 STANDALONE BOLLINGER BANDS RSI EXPERT ADVISOR,Sun Jun 19 2022,MQL4Tutorial,https://www.youtube.com/watch?v=wbRJ1Y8PnkI
,,00:04:26,,Not Started,MQL4 TUTORIAL ENGLISH - SIMPLE OBJECT ORIENTED LABEL,Sun Jul 31 2022,MQL4Tutorial,https://www.youtube.com/watch?v=d15CR3LmqEk
,,00:05:38,,Not Started,MQL4 TUTORIAL TUTORIAL - 129 SIMPLE BOLLINGER BANDS EA,Sun Nov 14 2021,MQL4Tutorial,https://www.youtube.com/watch?v=iFfhCUTFyyM
,,00:06:13,,Not Started,MQL4 TUTORIAL BASICS - 113 SIMPLE SELL PERCENTAGE RISK,Sun May 2 2021,MQL4Tutorial,https://www.youtube.com/watch?v=9pn-nWnslNw
,,00:05:50,,Not Started,MQL4 TUTORIAL BASICS - 121 SIMPLE RSI SELL STOP LOSS,Sun Jul 18 2021,MQL4Tutorial,https://www.youtube.com/watch?v=swUNQI5qeOM
,,00:06:41,,Not Started,MQL4 TUTORIAL - SIMPLE IADX EXPERT ADVISOR,Sun May 21 2023,MQL4Tutorial,https://www.youtube.com/watch?v=32767hZGkXQ
,,00:06:53,,Not Started,MQL4 TUTORIAL BASICS - 61 SIMPLE OVERLOADED FUNCTION,Sun Mar 15 2020,MQL4Tutorial,https://www.youtube.com/watch?v=Yn9qsV6Jptw
,,00:08:18,,Not Started,MQL4 TUTORIAL BASICS - 66 SIMPLE SHIFTED EMA,Sun Apr 19 2020,MQL4Tutorial,https://www.youtube.com/watch?v=K_dhOrJhhTA
,,00:02:53,,Not Started,MQL4 TUTORIAL - WHY ONLY TRADE FOREX?,Sun Dec 27 2020,MQL4Tutorial,https://www.youtube.com/watch?v=g3lDdOv6yQU
,,00:03:21,,Not Started,MQL4 TUTORIAL HOW TO GET A WORKING SYSTEM,Sun Dec 13 2020,MQL4Tutorial,https://www.youtube.com/watch?v=sXjCIrEfuSY
,,00:07:18,,Not Started,MQL4 TUTORIAL BASICS - 92 SIMPLE DEVIATION CHANNEL OBJECT,Sun Oct 18 2020,MQL4Tutorial,https://www.youtube.com/watch?v=aru21EDoO2Y
